8,AK,North Slope,County
14,AK,"Juneau, City and Borough of",City
9,AK,Northwest Arctic,County
10,AK,Petersburg,County
11,AK,Anchorage,City
12,AK,Bethel,City
13,AK,Fairbanks,City
